Team Name,Vs,Total Yards,Total Plays,Yards Per Play,Time of Possession,1st Down,Passing 1st Down,Rushing 1st Down,1st Down From Penalties,3rd Downs Converted,3rd Down Attempts,4th Downs Converted,4th Down Attempts,Red Zone Score,Red Zone Trips,Goal To Go Score,Goal To Go Trips,Passing Yards,Pass Completions,Pass Attempts,Yards Per Pass,Passing Touchdowns,Sacks Allowed,Sack Yards Lost,Rushing Yards,Rush Attempts,Yards Per Rush,Rushing Touchdowns,Penalties Committed,Penalty Yards,Turnovers,Fumbles Lost,Interceptions Thrown,Defense/Special Teams Touchdowns,Interception For Touchdown,Fumble Recovery For Touchdown,Kickoff Return For Touchdown,Punt Return For Touchdown,Field Goals Made,Field Goal Attempts,Extra Points Made,Extra Point Attempts,Safeties,Two Points Converted,Two Points Attempted,GameID
NE,DAL,253,55,4.6,24:51,10,8,2,0,4,13,0,2,0,1,0,0,200,16,30,6.7,0,2,7,53,23,2.3,0,6,50,3,1,2,0,0,0,0,0,1,2,0,0,0,0,0,2553782
DAL,NE,377,69,5.5,35:09,22,15,6,1,8,15,0,1,1,4,1,2,253,30,36,7.0,1,3,28,124,30,4.1,1,5,32,0,0,0,2,1,1,0,0,3,3,3,3,0,1,1,2553782
KC,NYJ,401,66,6.1,32:09,24,9,11,4,7,12,0,0,0,4,0,1,197,18,30,6.6,1,1,6,204,35,5.8,1,5,46,2,0,2,0,0,0,0,0,3,3,2,2,0,0,0,2553788
NYJ,KC,336,57,5.9,27:51,18,12,5,1,5,12,0,0,2,3,1,1,228,28,39,5.8,2,2,17,108,16,6.8,0,7,42,1,1,0,0,0,0,0,0,1,2,1,1,1,1,1,2553788
SEA,NYG,281,51,5.5,24:00,13,6,6,1,3,12,0,2,2,4,2,3,160,15,26,6.2,1,2,13,121,23,5.3,1,8,74,0,0,0,1,1,0,0,0,1,2,3,3,0,0,0,2553791
NYG,SEA,248,74,3.4,36:00,17,9,7,1,6,16,2,4,0,1,0,1,136,27,34,4.0,0,11,67,112,29,3.9,0,6,45,3,1,2,0,0,0,0,0,1,1,0,0,0,0,0,2553791
CHI,WAS,451,64,7.0,30:04,18,9,9,0,7,15,1,1,3,6,1,1,273,15,29,9.4,4,3,9,178,32,5.6,0,3,35,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,2553794
WAS,CHI,388,66,5.9,29:56,23,21,1,1,6,12,0,1,2,3,2,2,359,37,51,7.0,2,5,29,29,10,2.9,0,1,5,2,1,1,0,0,0,0,0,2,3,0,0,0,1,2,2553794
JAC,BUF,474,82,5.8,38:12,29,16,9,4,10,18,0,0,2,4,2,2,278,25,37,7.5,1,5,37,196,40,4.9,2,8,56,2,2,0,0,0,0,0,0,1,1,2,2,0,1,1,2553528
BUF,JAC,388,54,7.2,21:48,18,13,3,2,5,12,0,0,3,3,2,2,359,27,40,9.0,2,0,0,29,14,2.1,1,11,109,2,1,1,0,0,0,0,0,0,0,2,2,0,0,1,2553528
HOU,ATL,313,58,5.4,24:28,17,13,3,1,4,13,0,0,1,3,0,1,249,20,35,7.1,1,0,0,64,23,2.8,0,5,25,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,2553797
ATL,HOU,447,74,6.0,35:32,26,18,8,0,7,14,0,0,2,4,2,2,351,29,38,9.2,1,0,0,96,36,2.7,1,7,55,2,2,0,0,0,0,0,0,2,2,1,1,0,1,1,2553797
CAR,DET,342,65,5.3,28:45,26,15,7,4,5,10,1,1,3,4,2,2,243,25,41,5.9,3,1,4,99,23,4.3,0,7,45,3,1,2,0,0,0,0,0,1,1,3,3,0,0,0,2553800
DET,CAR,377,60,6.3,31:15,23,11,11,1,4,10,1,2,4,4,4,4,218,20,28,7.8,3,2,18,159,30,5.3,3,5,35,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,2553800
TEN,IND,348,58,6.0,28:57,19,14,4,1,5,12,1,2,1,4,0,0,259,23,35,7.4,0,1,5,89,22,4.0,1,4,58,1,0,1,0,0,0,0,0,3,3,1,1,0,0,0,2553803
IND,TEN,429,61,7.0,31:03,21,12,7,2,8,13,0,1,1,5,1,1,236,20,26,9.1,0,1,17,193,34,5.7,2,8,55,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2553803
NYG,MIA,268,68,3.9,35:59,15,10,3,2,5,17,1,2,0,2,0,0,183,23,32,5.7,0,7,22,85,29,2.9,0,6,43,0,0,0,1,1,0,0,0,3,4,1,1,0,0,0,2553805
MIA,NYG,524,54,9.7,24:01,22,14,8,0,3,8,0,0,2,3,2,3,302,22,30,10.1,2,1,6,222,23,9.7,2,6,43,3,1,2,0,0,0,0,0,1,1,4,4,0,0,0,2553805
NO,NE,304,70,4.3,39:34,17,11,6,0,5,15,0,0,3,4,3,3,168,18,26,6.5,2,2,15,136,42,3.2,1,12,86,0,0,0,1,1,0,0,0,2,2,4,4,0,0,0,2553807
NE,NO,156,51,3.1,20:26,8,4,1,3,1,14,0,2,0,0,0,0,111,15,31,3.6,0,2,21,45,18,2.5,0,5,30,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2553807
BAL,PIT,335,67,5.0,30:14,19,11,7,1,5,14,0,2,1,3,0,2,210,22,38,5.5,0,4,26,125,25,5.0,1,2,20,3,2,1,0,0,0,0,0,1,1,1,1,0,0,0,2553809
PIT,BAL,289,65,4.4,29:46,17,11,6,0,6,15,0,0,0,2,0,1,202,18,32,6.3,1,3,22,87,30,2.9,0,3,30,1,1,0,0,0,0,0,0,3,3,0,0,1,0,1,2553809
CIN,ARZ,380,79,4.8,38:10,27,19,7,1,5,14,0,3,2,5,2,4,287,36,46,6.2,3,3,30,93,30,3.1,0,4,40,1,0,1,1,1,0,0,0,2,2,4,4,0,0,0,2553811
ARZ,CIN,294,57,5.2,21:50,15,10,5,0,4,11,0,3,2,3,1,1,152,15,32,4.8,2,3,14,142,22,6.5,1,2,16,3,1,2,0,0,0,0,0,0,0,2,3,0,0,0,2553811
PHI,LA,454,78,5.8,37:55,28,13,12,3,13,18,0,1,2,6,2,3,295,25,38,7.8,1,1,8,159,39,4.1,1,3,35,1,0,1,0,0,0,0,0,3,3,2,2,0,0,0,2553812
LA,PHI,249,55,4.5,22:05,17,13,2,2,6,14,2,3,1,1,1,1,195,21,37,5.3,2,4,27,54,14,3.9,0,5,48,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2553812
NYJ,DEN,407,62,6.6,34:36,18,10,8,0,3,12,0,0,0,5,0,3,173,19,26,6.7,0,4,26,234,32,7.3,1,9,71,2,1,1,1,0,1,0,0,5,5,2,2,1,0,0,2553815
DEN,NYJ,308,57,5.4,25:24,18,10,5,3,4,10,0,0,2,4,1,3,169,20,31,5.5,2,4,27,139,22,6.3,0,4,31,3,3,0,0,0,0,0,0,2,2,1,1,0,1,1,2553815
KC,MIN,333,64,5.2,31:59,21,15,5,1,9,15,0,0,3,3,3,3,266,31,41,6.5,2,2,15,67,21,3.2,1,10,86,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2553818
MIN,KC,329,68,4.8,28:01,24,15,4,5,6,14,4,5,2,4,2,2,259,29,47,5.5,2,3,25,70,18,3.9,0,4,51,1,1,0,0,0,0,0,0,2,2,2,2,0,0,0,2553818
DAL,SF,197,49,4.0,22:55,8,5,3,0,4,11,0,1,0,0,0,0,140,16,26,5.4,1,4,21,57,19,3.0,0,6,60,4,1,3,0,0,0,0,0,1,1,1,1,0,0,0,2553547
SF,DAL,421,67,6.3,37:05,25,12,10,3,6,11,0,1,4,5,2,2,251,18,25,10.0,4,1,2,170,41,4.1,2,6,45,1,1,0,0,0,0,0,0,0,0,6,6,0,0,0,2553547
GB,LV,285,57,5.0,27:26,18,7,9,2,4,12,1,1,1,3,1,2,175,16,30,5.8,0,2,7,110,25,4.4,1,3,18,3,0,3,0,0,0,0,0,2,2,1,1,0,0,0,2553824
LV,GB,279,64,4.4,32:34,19,13,6,0,5,13,1,1,2,3,1,2,183,22,31,5.9,1,4,25,96,29,3.3,1,4,28,1,0,1,0,0,0,0,0,1,3,2,2,0,0,0,2553824
DEN,KC,197,49,4.0,24:11,14,4,8,2,4,10,0,1,1,1,0,0,82,13,22,3.7,1,4,13,115,23,5.0,0,3,34,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2553587
KC,DEN,389,70,5.6,35:49,22,14,6,2,4,13,0,1,1,5,1,2,293,30,41,7.1,1,2,13,96,27,3.6,0,7,84,1,0,1,0,0,0,0,0,4,4,1,1,0,0,0,2553587
BAL,TEN,360,70,5.1,35:42,20,9,9,2,8,16,0,0,1,6,0,2,221,21,30,7.4,1,1,2,139,39,3.6,0,9,88,1,0,1,0,0,0,0,0,6,6,0,1,0,0,0,2553529
TEN,BAL,233,46,5.1,24:18,17,4,5,8,1,9,0,0,1,4,0,2,104,12,21,5.0,0,6,46,129,19,6.8,1,6,45,2,1,1,0,0,0,0,0,3,3,1,1,0,0,0,2553529
WAS,ATL,193,50,3.9,23:37,13,9,3,1,2,10,1,1,2,3,2,2,121,14,23,5.3,3,5,30,72,22,3.3,0,6,40,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,2553600
ATL,WAS,402,79,5.1,36:23,25,18,5,2,5,15,1,3,2,3,1,2,296,28,47,6.3,2,3,11,106,29,3.7,0,4,31,3,0,3,0,0,0,0,0,1,1,1,1,0,0,1,2553600
MIN,CHI,220,55,4.0,24:49,12,8,3,1,2,13,1,2,1,1,0,0,174,21,31,5.6,1,2,7,46,22,2.1,0,5,63,1,1,0,1,0,1,0,0,2,3,1,2,0,0,0,2553608
CHI,MIN,275,65,4.2,35:11,18,8,9,1,6,14,0,1,1,2,1,2,113,16,24,4.7,0,5,28,162,36,4.5,1,5,29,3,1,2,0,0,0,0,0,2,2,1,1,0,0,0,2553608
SEA,CIN,384,70,5.5,34:01,24,13,6,5,5,12,0,2,1,5,1,4,297,27,41,7.2,0,4,29,87,25,3.5,1,7,64,2,0,2,0,0,0,0,0,2,2,1,1,0,0,0,2553613
CIN,SEA,214,53,4.0,25:59,15,10,3,2,3,11,0,0,2,2,2,2,168,24,35,4.8,2,3,17,46,15,3.1,0,5,43,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,2553613
SF,CLE,215,55,3.9,26:57,15,5,6,4,3,12,0,0,2,3,1,1,107,12,27,4.0,1,3,18,108,25,4.3,1,12,105,1,0,1,0,0,0,0,0,1,3,2,2,0,0,0,2553619
CLE,SF,334,70,4.8,33:03,18,6,10,2,3,13,1,1,1,2,0,0,174,18,34,5.1,0,2,18,160,34,4.7,1,13,119,2,0,2,0,0,0,0,0,4,5,1,1,0,0,0,2553619
NO,HOU,430,78,5.5,31:33,24,13,9,2,6,15,0,2,0,3,0,0,341,33,51,6.7,1,2,16,89,25,3.6,0,7,83,2,1,1,0,0,0,0,0,2,4,1,1,0,0,0,2553624
HOU,NO,297,60,5.0,28:27,19,9,7,3,4,11,0,0,2,4,2,3,177,13,27,6.6,2,2,22,120,31,3.9,0,3,29,1,0,1,0,0,0,0,0,2,2,2,2,0,0,0,2553624
IND,JAC,354,75,4.7,31:19,18,14,4,0,6,17,3,6,2,4,2,2,310,33,55,5.6,1,3,19,44,17,2.6,1,6,46,4,1,3,0,0,0,0,0,2,2,2,2,0,0,0,2553628
JAC,IND,233,62,3.8,28:41,17,6,7,4,4,14,1,1,2,3,2,2,148,20,30,4.9,2,3,33,85,29,2.9,2,5,25,1,0,1,0,0,0,0,0,3,3,4,4,0,0,0,2553628
CAR,MIA,296,68,4.4,30:44,21,13,6,2,5,14,0,4,2,2,2,2,188,24,39,4.8,1,4,36,108,25,4.3,1,3,11,0,0,0,1,1,0,0,0,0,1,3,3,0,0,0,2553632
MIA,CAR,424,65,6.5,29:16,23,14,8,1,7,13,0,0,5,5,5,5,262,21,32,8.2,3,0,0,162,33,4.9,3,3,25,1,0,1,0,0,0,0,0,0,0,6,6,0,0,0,2553632
NE,LV,259,56,4.6,27:48,17,7,8,2,6,12,0,0,2,2,2,2,176,24,33,5.3,0,4,24,83,19,4.4,2,10,79,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,2553640
LV,NE,348,65,5.4,32:12,19,12,4,3,8,16,0,0,1,6,0,1,264,20,32,8.3,1,0,0,84,33,2.5,0,6,42,1,0,1,0,0,0,0,0,4,4,1,1,1,0,0,2553640
ARZ,LA,345,73,4.7,30:30,20,12,6,2,6,16,2,4,0,3,0,0,215,21,41,5.2,0,2,20,130,30,4.3,0,5,36,2,1,1,0,0,0,0,0,3,3,0,0,0,0,0,2553648
LA,ARZ,382,55,6.9,29:30,17,7,9,1,4,12,0,0,2,5,1,1,203,15,24,8.5,1,3,23,179,28,6.4,1,6,59,1,1,0,0,0,0,0,0,4,4,2,2,0,0,0,2553648
PHI,NYJ,348,69,5.0,30:44,24,16,6,2,7,14,1,2,2,3,2,2,268,28,45,6.0,1,2,12,80,22,3.6,1,5,46,4,1,3,0,0,0,0,0,0,1,2,2,0,0,0,2553655
NYJ,PHI,244,59,4.1,29:16,17,9,5,3,2,11,0,1,1,4,1,1,155,19,33,4.7,0,5,31,89,21,4.2,1,9,68,0,0,0,0,0,0,0,0,4,4,0,0,0,1,1,2553655
DET,TB,380,69,5.5,36:30,19,16,2,1,9,16,0,0,0,2,0,0,340,30,44,7.7,2,3,13,40,22,1.8,0,5,35,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,2553636
TB,DET,251,54,4.6,23:30,13,12,0,1,2,12,1,2,0,2,0,0,205,19,37,5.5,0,1,1,46,16,2.9,0,5,33,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,2553636
NYG,BUF,317,73,4.3,31:24,20,11,5,4,10,19,1,2,0,5,0,3,185,24,36,5.1,0,3,15,132,34,3.9,0,9,65,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2553660
BUF,NYG,297,59,5.0,28:36,22,12,7,3,6,12,0,0,2,2,1,1,169,19,30,5.6,2,0,0,128,29,4.4,0,7,51,2,1,1,0,0,0,0,0,0,2,2,2,0,0,0,2553660
DAL,LAC,342,61,5.6,29:52,20,12,5,3,5,13,1,2,2,4,1,1,246,21,30,8.2,1,5,26,96,26,3.7,1,11,85,1,1,0,0,0,0,0,0,2,2,2,2,0,0,0,2553668
LAC,DAL,272,61,4.5,30:08,18,12,2,4,5,14,1,2,2,4,2,3,219,22,37,5.9,2,1,8,53,23,2.3,0,9,79,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,2553668
JAC,NO,330,56,5.9,23:50,18,9,7,2,2,11,1,2,2,2,1,1,217,21,30,7.2,1,0,0,113,26,4.3,2,5,42,2,2,0,1,1,0,0,0,1,1,4,4,0,0,0,2553677
NO,JAC,407,87,4.7,36:10,25,15,8,2,3,18,4,6,2,5,1,3,295,33,55,5.4,1,1,6,112,31,3.6,1,3,34,1,0,1,0,0,0,0,0,3,4,1,1,0,1,1,2553677
DET,BAL,337,72,4.7,29:38,18,13,4,1,5,16,2,6,0,1,0,1,253,33,53,4.8,0,5,31,84,14,6.0,1,5,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2553682
BAL,DET,503,55,9.1,30:22,23,15,7,1,4,8,1,1,5,6,1,1,357,21,28,12.8,3,0,0,146,27,5.4,2,4,45,1,1,0,0,0,0,0,0,1,1,5,5,0,0,0,2553682
LV,CHI,235,60,3.9,25:54,20,16,1,3,2,9,2,2,1,2,1,2,196,27,45,4.4,1,1,8,39,14,2.8,0,2,15,3,0,3,0,0,0,0,0,2,3,0,0,0,0,1,2553686
CHI,LV,323,69,4.7,34:06,23,10,13,0,8,13,0,1,3,3,3,3,150,21,29,5.2,1,2,12,173,38,4.6,2,9,110,0,0,0,1,1,0,0,0,1,1,3,4,0,0,0,2553686
CLE,IND,316,72,4.4,27:29,18,9,6,3,4,16,1,2,2,2,2,2,166,16,37,4.5,0,2,17,150,33,4.5,3,4,20,2,0,2,1,0,1,0,0,4,4,3,3,0,0,1,2553688
IND,CLE,456,67,6.8,32:31,20,11,8,1,7,15,0,0,3,4,1,1,288,15,23,12.5,2,4,17,168,40,4.2,3,8,67,4,3,1,0,0,0,0,0,1,2,5,5,0,0,0,2553688
BUF,NE,339,66,5.1,32:14,24,14,7,3,5,12,2,3,2,4,2,2,258,27,41,6.3,2,1,7,81,24,3.4,1,9,46,2,1,1,0,0,0,0,0,1,2,2,2,0,1,1,2553689
NE,BUF,364,55,6.6,27:46,21,13,6,2,4,9,0,0,3,5,3,3,268,25,30,8.9,2,1,4,96,24,4.0,1,8,59,1,1,0,0,0,0,0,0,3,3,2,2,0,0,1,2553689
WAS,NYG,273,67,4.1,31:14,14,9,3,2,1,15,2,3,1,3,1,1,197,22,42,4.7,0,6,52,76,19,4.0,1,10,75,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2553691
NYG,WAS,356,65,5.5,28:46,16,10,5,1,5,16,0,0,1,2,1,2,250,18,29,8.6,2,4,29,106,32,3.3,0,4,40,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,2553691
ATL,TB,401,64,6.3,29:59,20,9,10,1,7,13,0,0,1,5,1,5,245,19,25,9.8,0,1,5,156,38,4.1,1,9,60,3,3,0,0,0,0,0,0,3,3,1,1,0,0,0,2553694
TB,ATL,329,65,5.1,30:01,21,13,2,6,6,12,0,1,0,2,0,2,256,27,42,6.1,1,3,19,73,20,3.7,0,9,66,2,1,1,0,0,0,0,0,2,2,1,1,0,0,0,2553694
PIT,LA,300,56,5.4,28:14,17,9,8,0,4,12,1,1,3,3,2,2,214,17,25,8.6,0,2,16,86,29,3.0,3,8,76,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,2553696
LA,PIT,354,62,5.7,31:46,19,8,8,3,9,16,0,0,1,1,1,1,219,14,29,7.6,1,2,12,135,31,4.4,1,5,40,1,0,1,0,0,0,0,0,1,3,0,1,0,1,1,2553696
ARZ,SEA,249,63,4.0,29:28,15,7,6,2,5,15,0,3,0,1,1,1,122,20,34,3.6,0,4,28,127,25,5.1,1,7,59,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,2553699
SEA,ARZ,318,58,5.5,30:32,18,11,6,1,7,13,0,0,1,3,0,1,203,18,24,8.5,2,2,16,115,32,3.6,0,5,32,3,2,1,0,0,0,0,0,2,2,2,2,0,0,0,2553699
GB,DEN,331,61,5.4,31:37,20,13,5,2,6,14,2,2,2,3,0,0,194,22,32,6.1,2,0,0,137,29,4.7,0,7,56,1,0,1,0,0,0,0,0,1,2,2,2,0,0,0,2553701
DEN,GB,339,55,6.2,28:23,18,9,6,3,5,12,0,1,1,4,0,0,194,20,29,6.7,1,1,0,145,25,5.8,0,8,60,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,2553701
LAC,KC,358,61,5.9,28:20,16,11,4,1,6,14,1,1,1,2,1,2,219,17,30,7.3,1,5,40,139,26,5.3,1,4,43,2,0,2,0,0,0,0,0,1,1,2,2,0,0,0,2553705
KC,LAC,483,64,7.5,31:40,25,21,3,1,6,11,0,0,3,4,3,3,415,32,42,9.9,4,1,9,68,21,3.2,0,6,43,2,1,1,0,0,0,0,0,1,1,4,4,0,0,0,2553705
MIA,PHI,244,48,5.1,23:17,12,9,3,0,4,11,0,2,0,1,0,1,199,23,32,6.2,1,4,17,45,12,3.8,0,10,70,1,0,1,1,1,0,0,0,1,1,2,2,0,0,0,2553708
PHI,MIA,355,68,5.2,36:43,26,11,12,3,4,12,4,4,4,6,2,4,256,23,31,8.3,2,3,23,99,34,2.9,2,0,0,2,1,1,0,0,0,0,0,1,1,4,4,0,0,0,2553708
SF,MIN,325,53,6.1,25:04,19,12,7,0,5,9,1,1,1,2,1,1,260,21,30,8.7,1,1,12,65,22,3.0,1,5,37,3,1,2,0,0,0,0,0,1,2,2,2,0,0,0,2553713
MIN,SF,452,66,6.8,34:56,24,18,3,3,8,13,0,0,0,2,0,2,378,35,45,8.4,2,0,0,74,21,3.5,0,5,35,1,0,1,0,0,0,0,0,3,4,1,2,0,0,0,2553713
TB,BUF,302,62,4.9,28:03,17,10,3,4,4,15,1,1,1,1,1,1,224,25,42,5.3,2,3,13,78,17,4.6,0,11,74,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,2553720
BUF,TB,427,68,6.3,31:57,25,16,8,1,7,13,0,1,2,4,1,2,312,31,40,7.8,2,2,12,115,26,4.4,1,9,86,1,0,1,0,0,0,0,0,1,1,3,3,0,0,0,2553720
HOU,CAR,229,56,4.1,29:31,16,10,6,0,5,12,1,1,2,2,2,2,119,16,24,5.0,0,2,21,110,30,3.7,2,10,70,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2553724
CAR,HOU,224,61,3.7,30:29,20,11,3,6,5,14,1,2,1,4,1,3,180,22,31,5.8,1,6,55,44,24,1.8,0,3,20,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,2553724
LA,DAL,280,58,4.8,24:32,15,8,5,2,4,13,1,2,1,2,1,1,188,18,32,5.9,1,2,16,92,24,3.8,1,4,25,1,0,1,0,0,0,0,0,2,2,0,0,0,1,2,2553730
DAL,LA,387,63,6.1,35:28,24,16,6,2,6,12,1,1,2,4,0,1,285,27,34,8.4,4,3,22,102,26,3.9,0,4,21,1,0,1,1,1,0,0,0,2,2,5,5,1,0,0,2553730
MIN,GB,346,69,5.0,36:22,24,14,6,4,10,18,1,1,2,4,2,2,284,26,35,8.1,2,3,13,62,31,2.0,1,7,35,1,1,0,0,0,0,0,0,1,3,3,3,0,0,0,2553736
GB,MIN,270,62,4.4,23:38,16,14,1,1,5,14,1,4,1,4,1,1,196,24,41,4.8,1,4,33,74,17,4.4,0,11,99,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2553736
NO,IND,511,66,7.7,30:09,24,12,10,2,6,12,0,0,3,4,1,2,350,20,29,12.1,2,1,4,161,36,4.5,3,8,73,1,1,0,0,0,0,0,0,1,1,5,5,0,0,0,2553741
IND,NO,371,67,5.5,29:51,19,10,6,3,7,16,1,1,2,3,1,1,207,23,41,5.0,2,2,6,164,24,6.8,1,6,30,1,0,1,0,0,0,0,0,2,2,3,3,0,0,0,2553741
NE,MIA,218,51,4.3,24:05,13,7,6,0,1,9,1,2,1,2,1,1,141,19,29,4.9,2,3,20,77,19,4.1,0,7,45,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,2553745
MIA,NE,390,73,5.3,35:55,24,17,5,2,5,14,3,3,2,4,2,3,312,30,45,6.9,3,2,12,78,26,3.0,1,3,25,2,1,1,0,0,0,0,0,1,1,4,4,0,0,0,2553745
NYJ,NYG,251,62,4.0,25:38,12,8,2,2,2,15,0,1,0,2,0,0,193,17,36,5.4,1,4,47,58,22,2.6,0,9,85,2,2,0,0,0,0,0,0,2,2,1,1,0,0,0,2553750
NYG,NYJ,194,70,2.8,38:13,12,0,7,5,2,19,0,0,1,3,1,1,-9,6,14,-0.6,0,4,16,203,52,3.9,1,6,73,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2553750
JAC,PIT,377,65,5.8,34:16,20,11,6,3,6,13,0,0,0,3,0,1,271,24,32,8.5,1,3,21,106,30,3.5,0,6,72,3,2,1,0,0,0,0,0,4,4,0,0,0,1,1,2553754
PIT,JAC,261,64,4.1,25:44,17,12,4,1,3,12,0,2,0,1,0,1,191,25,43,4.4,1,3,20,70,18,3.9,0,6,52,2,0,2,0,0,0,0,0,1,2,1,1,0,0,0,2553754
ATL,TEN,342,66,5.2,27:01,17,12,4,1,4,15,1,2,2,3,1,1,202,20,34,5.9,1,6,44,140,26,5.4,1,3,15,1,1,0,0,0,0,0,0,3,3,2,2,0,0,0,2553758
TEN,ATL,375,67,5.6,32:59,17,7,9,1,5,15,1,1,1,1,0,0,226,19,29,7.8,4,2,12,149,36,4.1,0,6,53,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,2553758
PHI,WAS,374,62,6.0,28:31,21,17,3,1,8,13,1,1,3,5,1,3,315,29,38,8.3,4,2,4,59,22,2.7,1,3,14,2,2,0,0,0,0,0,0,1,1,5,5,0,0,0,2553762
WAS,PHI,472,69,6.8,31:29,26,20,5,1,7,12,0,3,2,2,1,1,388,39,52,7.5,4,1,9,84,16,5.3,0,7,79,1,0,1,0,0,0,0,0,1,1,4,4,0,0,0,2553762
CLE,SEA,385,75,5.1,36:40,23,10,9,4,6,15,0,1,2,4,1,1,230,16,32,7.2,1,3,27,155,40,3.9,1,4,25,3,1,2,0,0,0,0,0,2,2,2,2,0,0,0,2553766
SEA,CLE,362,55,6.6,23:20,17,12,5,0,4,12,1,1,3,5,2,2,248,23,37,6.7,2,1,6,114,17,6.7,1,7,43,2,0,2,0,0,0,0,0,1,1,3,3,0,0,0,2553766
BAL,ARZ,268,60,4.5,29:39,21,8,9,4,4,11,0,0,4,4,3,3,138,18,27,5.1,1,4,19,130,29,4.5,3,6,45,0,0,0,0,0,0,0,0,1,2,4,4,0,0,0,2553771
ARZ,BAL,310,71,4.4,30:21,22,12,7,3,5,12,0,2,3,3,2,2,181,25,37,4.9,2,2,27,129,32,4.0,1,6,70,2,0,2,0,0,0,0,0,1,1,1,1,0,1,2,2553771
KC,DEN,274,57,4.8,26:13,18,12,3,3,3,10,1,3,0,3,0,0,212,24,38,5.6,0,3,28,62,16,3.9,0,5,38,5,3,2,0,0,0,0,0,3,3,0,0,0,0,0,2553775
DEN,KC,240,65,3.7,33:47,19,7,10,2,6,14,0,1,3,5,2,3,87,12,19,4.6,3,6,27,153,40,3.8,0,6,35,1,1,0,0,0,0,0,0,1,2,3,3,0,0,0,2553775
CIN,SF,400,62,6.5,31:23,29,17,10,2,3,8,0,0,4,5,2,3,266,28,32,8.3,3,3,17,134,27,5.0,1,1,15,1,1,0,0,0,0,0,0,1,2,4,4,0,0,0,2553780
SF,CIN,460,56,8.2,28:37,24,15,8,1,5,9,0,0,2,4,2,3,347,22,31,11.2,1,2,18,113,23,4.9,1,5,54,3,1,2,0,0,0,0,0,1,1,2,2,0,0,0,2553780
CHI,LAC,295,63,4.7,28:32,17,10,7,0,6,14,1,4,2,2,1,1,222,25,37,6.0,0,1,10,73,25,2.9,2,7,53,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,2553785
LAC,CHI,352,65,5.4,31:28,20,18,1,1,7,13,0,1,2,2,0,0,298,31,40,7.5,3,0,0,54,25,2.2,0,2,15,1,1,0,0,0,0,0,0,3,3,3,3,0,0,0,2553785
LV,DET,157,45,3.5,20:27,12,6,4,2,1,9,0,3,1,1,1,1,77,10,21,3.7,0,6,49,80,18,4.4,1,4,40,1,0,1,1,1,0,0,0,0,0,2,2,0,0,0,2553790
DET,LV,486,81,6.0,39:33,29,17,10,2,6,14,1,1,1,5,0,3,264,26,37,7.1,1,1,8,222,43,5.2,1,5,55,3,2,1,0,0,0,0,0,4,5,2,2,0,0,0,2553790
TEN,PIT,340,68,5.0,31:09,23,12,5,6,3,13,1,2,1,4,1,1,235,22,39,6.0,0,4,27,105,25,4.2,1,7,51,1,0,1,0,0,0,0,0,3,3,1,1,0,0,0,2553798
PIT,TEN,326,60,5.4,28:51,22,9,10,3,6,12,0,0,2,4,2,3,160,19,30,5.3,1,0,0,166,30,5.5,1,10,80,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,2553798
MIA,KC,292,58,5.0,30:24,20,11,6,3,3,12,0,1,1,1,0,0,175,21,34,5.1,1,3,18,117,21,5.6,1,6,45,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2553530
KC,MIA,267,56,4.8,29:36,16,11,4,1,3,10,0,0,2,2,0,0,174,20,30,5.8,2,2,11,93,24,3.9,0,9,69,1,1,0,1,0,1,0,0,0,0,3,3,0,0,0,2553530
